,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director,cast,country,date_added,rating,duration,listed_in,description
2516,tm471967,Lost Girls,MOVIE,2020,R,95,"['thriller', 'history', 'drama', 'crime']",['US'],,tt3111426,6.1,22791.0,12.61,6.1,Liz Garbus,"Amy Ryan, Gabriel Byrne, Thomasin McKenzie, Lola Kirke, Oona Laurence, Dean Winters, Miriam Shor, Reed Birney, Kevin Corrigan, Stan Carp",United States,"March 13, 2020",R,95 min,Dramas,"Desperate to find her missing daughter, a mother fights to uncover the truth — and helps expose a string of unsolved murders. Based on a true story."
2517,tm839761,"Kalel, 15",MOVIE,2019,,104,['drama'],['PH'],,tt11530234,7.3,318.0,2.402,8.2,Jun Lana,"Elijah Canlas, Eddie Garcia, Jaclyn Jose, Gabby Padilla, Cedrick Juan, Elora Espano, Sue Prado",Philippines,"December 9, 2020",TV-MA,105 min,"Dramas, Independent Movies, International Movies","Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis."
2518,tm836638,The Man Without Gravity,MOVIE,2019,,107,"['drama', 'comedy', 'fantasy']","['IT', 'BE', 'FR']",,tt9646240,5.8,2636.0,10.286,7.2,Marco Bonfanti,"Elio Germano, Michela Cescon, Elena Cotta, Silvia D'Amico, Vincent Scarito","Italy, Belgium","November 1, 2019",TV-MA,107 min,"Dramas, International Movies",A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.
2519,tm888080,The Last Days of American Crime,MOVIE,2020,,149,"['crime', 'thriller', 'action', 'drama', 'scifi']",['US'],,tt1552211,3.8,11875.0,10.801,6.6,Olivier Megaton,"Edgar Ramírez, Michael Pitt, Anna Brewster, Patrick Bergin, Sharlto Copley, Brandon Auret, Tamer Burjaq, Terence Maynard, James Richard Marshall",United States,"June 5, 2020",TV-MA,149 min,"Action & Adventure, Dramas, Independent Movies","A bank robber joins a plot to commit one final, historic heist before the government turns on a mind-altering signal that will end all criminal behavior."
2520,tm897771,Picture a Scientist,MOVIE,2020,PG-13,97,['documentation'],['US'],,,,,4.401,7.0,"Ian Cheney, Sharon Shattuck",,United States,"June 13, 2021",TV-MA,97 min,Documentaries,"In this documentary, leading women scientists discuss the inequalities they've faced as they set out to create a new formula to make STEM open to all."
2521,ts90645,Drug Squad: Costa del Sol,SHOW,2019,TV-MA,64,"['action', 'romance', 'thriller', 'drama']",['ES'],1.0,tt8478108,6.7,624.0,4.096,7.0,,"Hugo Silva, Álvaro Cervantes, Miki Esparbé, Jesús Castro, Sara Sálamo, Jorge Usón, Cayetana Cabezas, Pablo Béjar, Marco Cáceres, Olivia Delcán, Jorge Suquet, Daniel Holguín, Joaquín Galletero, Carolina Yuste, Ana Fernández",Spain,"October 25, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Four intrepid and impulsive police officers form a special narcotics unit to combat the birth of drug trafficking on Spain's Costa del Sol in the 1970s.
2522,tm461726,Ghosts of Sugar Land,MOVIE,2019,,21,['documentation'],['US'],,,,,2.972,5.7,Bassam Tariq,,United States,"October 16, 2019",TV-MA,22 min,Documentaries,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate."
2523,ts217045,Levius,SHOW,2019,,25,"['scifi', 'animation', 'action']",['JP'],1.0,tt10619444,7.0,588.0,12.999,7.8,,"Nobunaga Shimazaki, Junichi Suwabe, Takahiro Sakurai, Ayane Sakura, Hochu Otsuka, Daisuke Ono, Saori Hayami, Mamoru Miyano",Japan,"November 28, 2019",TV-14,1 Season,"Anime Series, International TV Shows",Young Levius rises through the ranks in the brutal world of metal boxing under his uncle's guidance. Forces outside the ring have their eye on him.
2524,tm857399,Marc Maron: End Times Fun,MOVIE,2020,,71,"['comedy', 'documentation']",['US'],,tt11810418,6.8,2028.0,3.461,7.0,Lynn Shelton,Marc Maron,United States,"March 10, 2020",TV-MA,71 min,Stand-Up Comedy,"Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end-times fantasy."
2525,tm886214,Mrs. Serial Killer,MOVIE,2020,,106,"['thriller', 'crime', 'drama']",['IN'],,tt10230426,4.1,18868.0,5.894,6.4,Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan",India,"May 1, 2020",TV-MA,107 min,"International Movies, Thrillers","When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence."
2526,tm917846,The Letter Reader,MOVIE,2019,,30,['drama'],['ZA'],,tt11273976,,,2.351,6.8,Sibusiso Khuzwayo,"Bahle Mashinini, Nomalanga Shabane, Andile Gumbi, Nokuthula Mazibuko",South Africa,"July 23, 2020",TV-PG,30 min,"Dramas, International Movies",A young boy from Johannesburg arrives in KwaZulu-Natal and begins to read letters for villagers — then falls in love with one of the recipients.
2527,tm840224,Seth Meyers: Lobby Baby,MOVIE,2019,,61,['comedy'],['US'],,tt11168100,7.5,2712.0,5.593,7.044,Neal Brennan,Seth Meyers,United States,"November 5, 2019",TV-MA,61 min,Stand-Up Comedy,SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life.
2528,tm810836,Oh! Baby,MOVIE,2019,,161,"['fantasy', 'drama']",['IN'],,,,,7.812,6.7,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",India,"September 14, 2019",TV-14,157 min,"Comedies, International Movies, Music & Musicals",A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
2529,tm471922,An Easy Girl,MOVIE,2019,,92,"['drama', 'comedy', 'european']",['FR'],,tt9632590,5.6,5577.0,14.905,5.5,Rebecca Zlotowski,"Mina Farid, Zahia Dehar, Benoît Magimel, Nuno Lopes, Clotilde Courau, Loubna Abidar, ""Riley"" Lakdhar Dridi, Henri-Noël Tabary",France,"August 13, 2020",TV-MA,93 min,"Comedies, Dramas, International Movies",A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.
2530,ts225410,Unstoppable,SHOW,2020,TV-MA,38,"['drama', 'documentation']",['MX'],1.0,tt11996042,,,8.238,8.5,,"Tessa Ia, Bárbara López, Lucía Uribe, Coty Camacho, Diego Calva Hernández, Tomás Ruiz",Mexico,"February 28, 2020",TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A group of friends set out on a road trip when an unexpected fourth passenger forces an abrupt change of plans.
2531,tm472961,After Maria,MOVIE,2019,,35,['documentation'],['US'],,,,,2.51,5.3,Nadia Hallgren,,United States,"May 24, 2019",TV-PG,38 min,Documentaries,"Displaced by Hurricane Maria, three Puerto Rican women navigate their families' uncertain futures as their federal housing aid in New York expires."
2532,tm462611,Ready to Mingle,MOVIE,2019,,97,"['comedy', 'romance']",['MX'],,tt6736198,5.9,2445.0,7.233,6.8,Luis Javier Henaine,"Cassandra Ciangherotti, Gabriela de la Garza, Irán Castillo, Sophie Alexander-Katz, Flor Eduarda Gurrola, Mariana Cabrera, Juan Pablo Medina, Pablo Cruz Guerrero, Diana Bovio, Andrés Almeida",Mexico,"October 2, 2019",TV-MA,98 min,"Comedies, International Movies, Romantic Movies","After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband."
2533,tm358666,The Awakening of Motti Wolkenbruch,MOVIE,2019,,94,"['comedy', 'drama', 'european']","['CH', 'DE']",,tt4766630,6.6,4588.0,12.435,5.795,Michael Steiner,"Inge Maux, Noémie Schmidt, Joel Basman, Sunnyi Melles, Udo Samel, Rachel Braunschweig, Oriana Schrage, Meytal Gal",Switzerland,"October 25, 2019",TV-MA,94 min,"Comedies, Dramas, International Movies","Pressured to marry a nice Orthodox Jewish woman, Motti is thrown for a loop when he falls for classmate Laura, who his mother will never approve of."
2534,tm820190,#Alive,MOVIE,2020,,108,"['thriller', 'action', 'horror', 'drama']",['KR'],,tt10620868,6.3,42037.0,33.15,7.298,Cho Il,"Yoo Ah-in, Park Shin-hye",South Korea,"September 8, 2020",TV-MA,99 min,"Horror Movies, International Movies, Thrillers","As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out."
2535,tm469193,Atlantics,MOVIE,2019,PG-13,106,"['thriller', 'drama', 'fantasy', 'romance']","['FR', 'SN', 'BE']",,tt10199586,6.7,9785.0,14.011,6.7,Mati Diop,"Mama Sane, Amadou Mbow, Ibrahima Traore, Nicole Sougou, Amina Kane, Mariama Gassama, Coumba Dieng, Ibrahima Mbaye, Diankou Sembene","France, Senegal, Belgium","November 29, 2019",TV-14,106 min,"Dramas, Independent Movies, International Movies","Arranged to marry a rich man, young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them."
2536,ts221365,Criminal: Spain,SHOW,2019,TV-MA,40,['drama'],['ES'],1.0,,,,6.74,6.6,Mariano Barroso,"Emma Suárez, Jorge Bosch, Álvaro Cervantes, Carmen Machi, Inma Cuesta, Eduard Fernández, María Morales, José Ángel Egido, Daniel Chamorro, Javi Coll, Carlos Manuel Díaz, Nuria Mencía, Milo Taboada",Spain,"September 20, 2019",TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost."
2537,tm469399,Music Teacher,MOVIE,2019,,101,"['music', 'romance', 'drama']",['IN'],,tt3257794,6.2,709.0,2.886,6.9,Sarthak Dasgupta,"Manav Kaul, Amrita Bagchi, Divya Dutta, Neena Gupta, Niharika Lyra Dutt, K.C. Shankar",India,"April 19, 2019",TV-14,102 min,"Dramas, Independent Movies, International Movies",A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.
2538,ts87473,7SEEDS,SHOW,2020,TV-MA,24,"['scifi', 'animation', 'romance', 'action', 'drama', 'horror']",['JP'],2.0,tt9348718,6.3,1558.0,36.368,8.1,,"Nao Toyama, Jun Fukuyama, Katsuyuki Konishi, Yoko Soumi, Kana Asumi, Akira Ishida, Aoi Yuki, Kazuhiko Inoue, Yoko Hikasa, Hirofumi Nojima, Ryotaro Okiayu, Eri Kitamura, Mamiko Noto, Ryo Hirohashi, Shizuka Ito, Hisao Egawa, Mayumi Asano, Kenta Miyake, Ai Kakuma, Kaito Ishikawa, Mikako Komatsu, Daisuke Sakaguchi, Takanori Hoshino, Kenjiro Tsuda, Nozomu Sasaki, Kenji Nojima, Houko Kuwashima, Kensho Ono, Takahiro Sakurai, Haruka Chisuga, Yu Shimamura, Takuma Terashima, Takuya Sato, Junko Minagawa, Masashi Sugawara, Sho Hayami, Kazuyuki Okitsu, Minako Kotobuki",,"March 26, 2020",TV-MA,2 Seasons,"Anime Series, International TV Shows","Shy Natsu awakens as part of a group chosen to ensure the survival of humanity. Together, they have to survive on a changed Earth."
2539,ts225718,La Révolution,SHOW,2020,TV-MA,46,"['drama', 'fantasy', 'thriller', 'action']",['FR'],1.0,tt13044528,6.6,5880.0,8.696,6.869,,"Amir El Kacem, Marilou Aussilloux, Lionel Erdogan, Isabel Aimé Gonzalez Sola, Julien Frison, Doudou Masta, Dimitri Storoge, Amélia Lacquemant, Coline Beal, Laurent Lucas, Gaia Weiss, Chiara Tantimonaco, Nina Tantimonaco, Pierre Andrau, Philippine Martinot, Jérémie Covillault",France,"October 16, 2020",TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","In a reimagined history, a mysterious disease besets 18th century France, culminating in a brutal clash between rebels and the aristocracy."
2540,tm460259,Blood Will Tell,MOVIE,2019,,113,"['thriller', 'drama']","['AR', 'CA', 'CL']",,tt5687236,6.1,866.0,2.624,5.9,"Miguel Cohan, Miguel Cohan","Oscar Martínez, Dolores Fonzi, Diego Velázquez, Paulina Garcia, Luis Gnecco, Malena Sánchez, Emilio Vodanovich, Norman Briski","Argentina, United States","June 21, 2019",TV-MA,113 min,"Dramas, Independent Movies, International Movies",Family patriarch Elías begins to unravel after the death of his wife – which casts a suspicious light on her tragic accident.
2541,tm998899,The Fisherman's Diary,MOVIE,2020,,142,['drama'],['CM'],,tt13297136,6.4,678.0,5.029,7.25,Enah Johnscott,"Kang Quintus, Faith Fidel, Casson Chinepoh, Ramsey Nouah, Ndamo Damaris, Neba Godwill Awantu, Onyama Laura, Prince Sube, Daphne Nije, Zoe Elora Ebai Mayohchu",Cameroon,"April 4, 2021",TV-MA,143 min,"Dramas, International Movies","Inspired by Nobel Peace Prize winner Malala Yousafzai, a young girl defies the expectations of her father and village to pursue an education"
2542,tm889200,MOTHER,MOVIE,2020,,127,['drama'],['JP'],,,,,5.886,6.8,Tatsushi Omori,"Masami Nagasawa, Sadao Abe, Daiken Okudaira",Japan,"November 3, 2020",TV-14,127 min,"Dramas, International Movies","Shuhei’s erratic mother feels threatened when he starts to awaken to a world beyond her distorted control, sending the family hurtling towards tragedy."
2543,tm475501,Wanda Sykes: Not Normal,MOVIE,2019,,60,['comedy'],['US'],,tt9169592,7.3,1919.0,3.547,6.9,Linda Mendoza,Wanda Sykes,United States,"May 21, 2019",TV-MA,66 min,Stand-Up Comedy,"Wanda Sykes tackles politics, reality TV, racism and the secret she'd take to the grave in this rollicking, no-holds-barred stand-up special."
2544,ts223404,It's Okay to Not Be Okay,SHOW,2020,TV-MA,76,"['drama', 'comedy', 'romance']",['KR'],1.0,tt12451520,8.6,26265.0,46.241,8.612,,"Kim Soo-hyun, Seo Yea-ji, Oh Jung-se, Park Gyu-young, Kim Ju-hun, Kim Chang-wan, Kim Mee-kyung, Kang Ki-doong, Jang Young-nam",South Korea,"June 21, 2020",TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",An extraordinary road to emotional healing opens up for an antisocial children's book writer and a selfless psych ward caretaker when they cross paths.
2545,tm818499,Revenge of the Pontianak,MOVIE,2019,,92,"['horror', 'romance']","['MY', 'SG']",,tt9113332,5.3,292.0,4.253,5.188,"Glen Goei, Gavin Yap","Nur Fazura, Remy Ishak, Hisyam Hamid, Shenty Feliziana, Nam Ron, Tony Eusoff, Wan Hanafi Su","Singapore, Malaysia","October 24, 2019",TV-14,92 min,"Horror Movies, International Movies",A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.
2546,ts86946,Osmosis,SHOW,2019,TV-MA,42,"['scifi', 'romance']",['FR'],1.0,tt7043380,5.8,3174.0,11.867,5.744,,"Agathe Bonitzer, Hugo Becker, Gaël Kamilindi, Manoël Dupont, Stéphane Pitti, Luna Silva, Yuming Hey, Suzanne Rault-Balet, Philypa Phoenix, Lena Lapres, Waly Dia, Aurélia Petit, Lionel Lingelser, Fabien Ducommun",France,"March 29, 2019",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","In near-future Paris, two brilliant siblings unveil a high-tech implant designed to pair up soul mates. But the beta test yields unwelcome surprises."
2547,tm912400,Jack Whitehall: I'm Only Joking,MOVIE,2020,,58,['comedy'],['GB'],,tt12588432,6.6,1651.0,3.596,6.167,"Dave Skinner, Freddie Waters",Jack Whitehall,United Kingdom,"July 21, 2020",TV-MA,58 min,Stand-Up Comedy,"Jack Whitehall hits the stage with hilarious tales about happy couples, life in hotels, human stupidity and his well-traveled father."
2548,ts89014,DC Super Hero Girls,SHOW,2019,TV-PG,10,"['animation', 'family', 'fantasy', 'scifi', 'drama', 'action', 'comedy']",['US'],2.0,tt9628244,7.2,1440.0,23.818,8.2,,"Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks",United States,"August 12, 2019",TV-Y7,1 Season,Kids' TV,"As Metropolis High students, super teens Wonder Woman, Supergirl, Bumblebee, Batgirl, Zatanna, and Green Lantern fight crime, classwork and crushes."
2549,tm927286,Making The Witcher,MOVIE,2020,PG-13,32,['documentation'],['GB'],,tt12987838,6.8,481.0,27.689,7.3,Nathan Wiley,"Henry Cavill, Anya Chalotra, Freya Allan, Eamon Farren, Mimi Ndiweni, Adam Levy, MyAnna Buring, Joey Batey, Lauren Schmidt Hissrich, Tomasz Bagiński, Andrew Laws, Sneha Koorse, Declan De Barra, Beau DeMayo, Simon Emanuel, Iván Pohárnok, Tim Aslam, Charlotte Brändström",United States,"August 26, 2020",TV-MA,33 min,Documentaries,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series."
2550,ts221366,Criminal: France,SHOW,2019,TV-MA,40,"['thriller', 'drama']",['FR'],1.0,,,,9.002,6.842,,"Margot Bancilhon, Laurent Lucas, Stéphane Jobert, Anne Azoulay, Mhamed Arezki, Sara Giraudeau, Nathalie Baye, Jérémie Renier",,"September 20, 2019",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance."
2551,tm375446,Asphalt Burning,MOVIE,2020,,100,"['comedy', 'action', 'european']","['DE', 'NO']",,tt6527456,5.1,2498.0,14.117,5.4,Hallvard Bræin,"Anders Baasmo, Kathrine Thorborg Johansen, Ida Husøy, Otto Jespersen, Sven Nordin, Trond Halbo, Alexandra Maria Lara, Wenche Myhre, Kostja Ullmann, Björn Kjellman",Norway,"January 2, 2021",TV-14,101 min,"Action & Adventure, Comedies, International Movies","When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic Nürburgring track in Germany."
2552,tm490222,Uncorked,MOVIE,2020,,104,"['drama', 'comedy']",['US'],,tt9261218,6.4,6341.0,8.177,6.1,Prentice Penny,"Mamoudou Athie, Courtney B. Vance, Niecy Nash, Sasha Compère, Bernard D. Jones, Gil Ozeri, Matt McGorry, Meera Rohit Kumbhani",United States,"March 27, 2020",TV-MA,104 min,"Dramas, Independent Movies",A young man feels torn between his dream of becoming a master sommelier and his father’s expectations that he’ll take over the family barbecue business.
