,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director,cast,country,date_added,rating,duration,listed_in,description
1797,tm266702,The Climb,MOVIE,2017,,103,"['comedy', 'drama', 'romance', 'european']",['FR'],,tt5157682,6.9,7861.0,10.488,6.737,Ludovic Bernard,"Ahmed Sylla, Alice Belaïdi, Kevin Razy, Nicolas Wanczycki, Waly Dia, Umesh Tamang",France,"December 29, 2017",TV-14,105 min,"Action & Adventure, Comedies, Dramas",A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves – and slowly becomes a media sensation.
1798,tm328175,Budapest,MOVIE,2018,R,102,"['comedy', 'european']",['FR'],,tt7027092,5.4,3230.0,8.066,5.554,Xavier Gens,"Manu Payet, Jonathan Cohen, Monsieur Poulpe, Alice Belaïdi, Alix Poisson","France, Belgium","March 1, 2019",TV-MA,103 min,"Comedies, International Movies","Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary."
1799,tm376234,The Warning,MOVIE,2018,,92,"['drama', 'horror', 'crime', 'fantasy', 'thriller', 'action', 'european']",['ES'],,tt3711510,5.9,6558.0,8.004,5.996,Daniel Calparsoro,"Raúl Arévalo, Aura Garrido, Hugo Arbues, Belén Cuesta, Antonio Dechent, Aitor Luna, Sergio Mur",Spain,"July 24, 2018",TV-MA,93 min,"International Movies, Thrillers","After his friend is shot, Jon finds a mathematical pattern behind deaths that occurred at the same location and sets out to warn the next young victim."
1800,tm340587,Ittefaq,MOVIE,2017,PG,105,"['thriller', 'crime']",['IN'],,tt6692354,7.2,13050.0,7.451,7.1,Abhay Chopra,"Sidharth Malhotra, Sonakshi Sinha, Akshaye Khanna",India,"April 3, 2018",TV-MA,105 min,"Dramas, International Movies, Thrillers","A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth."
1801,tm369079,Todd Glass: Act Happy,MOVIE,2018,,62,['comedy'],['US'],,tt7752142,5.1,382.0,4.101,5.429,Scott Moran,Todd Glass,United States,"January 23, 2018",TV-MA,63 min,Stand-Up Comedy,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.
1802,ts53166,Julie's Greenroom,SHOW,2017,,28,"['comedy', 'family']",['US'],1.0,tt5779222,8.3,336.0,2.812,7.6,,"Julie Andrews, Giullian Yao Gioiello, Jennifer Barnhart, Tyler Bunch, Frankie Cordero, Stephanie D'Abruzzo, Dorien Davies, John Kennedy, John Tartaglia",United States,"March 17, 2017",TV-Y,1 Season,Kids' TV,Adorable puppets stage their own musical under the watchful eye of mentor Julie Andrews in this original kids' series from the Jim Henson Company.
1803,tm444257,Genius,MOVIE,2018,,98,[],['IN'],,,,,2.014,6.5,Suseenthiran,"Roshan, Priyaa Lal, Aadukalam Naren, Singam Puli, Meera Krishnan, Jayaprakash",India,"February 17, 2019",TV-14,96 min,"Dramas, Independent Movies, International Movies",Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
1804,tm433215,Exes Baggage,MOVIE,2018,,104,"['drama', 'romance']",['PH'],,tt8835552,6.5,282.0,1.634,8.2,Dan Villegas,"Angelica Panganiban, Carlo Aquino, Dionne Monsanto",Philippines,"October 22, 2020",TV-MA,103 min,"Dramas, International Movies, Romantic Movies","After years apart, a former couple reunites and gets reacquainted with the pains of love as they work to heal wounds from the past."
1805,tm429567,Party Monster: Scratching the Surface,MOVIE,2018,PG-13,33,['comedy'],['US'],,,,,1.35,6.9,,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Bobby Moynihan, Lauren Adams, Sara Chase, Sol Miranda, Derek Klena, Aidy Bryant",United States,"August 17, 2018",TV-14,33 min,Comedies,"In the probing documentary ""Party Monster,"" DJ Fingablast investigates what became of his childhood hero, DJ Slizzard."
1806,tm299761,Toc Toc,MOVIE,2017,PG,90,"['comedy', 'fantasy', 'family', 'european']",['ES'],,tt6060156,6.8,20184.0,17.922,7.1,Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",Spain,"May 1, 2018",TV-MA,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks."
1807,tm296398,Steel Rain,MOVIE,2017,,139,"['thriller', 'action', 'drama']",['KR'],,tt6769508,7.1,5992.0,12.011,7.13,Yang Woo-seok,"Woo-sung Jung, Do-won Kwak, Kap-soo Kim, Woo-jin Jo, Eui-sung Kim, Kyeong-yeong Lee, Won-joong Jung, Hyun-sung Jang",South Korea,"March 14, 2018",TV-MA,140 min,"Action & Adventure, Dramas, International Movies","Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war."
1808,tm314477,Skins,MOVIE,2017,,78,"['drama', 'comedy', 'fantasy', 'european']",['ES'],,tt5808778,6.1,6424.0,11.115,6.6,Eduardo Casanova,"Ana Polvorosa, Candela Peña, Macarena Gómez, Carmen Machi, Jon Kortajarena, Secun de la Rosa, Itziar Castro, Antonio Durán 'Morris', Joaquín Climent, Ana María Ayala, Eloi Costa",Spain,"April 1, 2017",TV-MA,78 min,"Dramas, International Movies","Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama."
1809,ts77219,Part-Time Idol,SHOW,2017,TV-14,40,"['drama', 'comedy', 'family', 'music']",['KR'],1.0,tt8835780,6.7,130.0,4.44,8.4,,"Hee-jeong Kim, Seung-un Hwang, Soo-hyun Lee, Hyun-bin Kwon, Young-deuk Kwon, Kim Min-kyo",,"December 25, 2017",TV-14,1 Season,"International TV Shows, Korean TV Shows, TV Comedies","After taking a break from the business, a music producer returns with a new project in mind: launching a co-ed pop idol group."
1810,tm325610,Chris D'Elia: Man on Fire,MOVIE,2017,,65,"['comedy', 'documentation']",['US'],,tt7068896,6.5,1754.0,4.034,6.2,Bill D'Elia,Chris D'Elia,United States,"June 27, 2017",TV-MA,66 min,Stand-Up Comedy,"Unbridled comic Chris D'Elia reconsiders his approach to major life events like marriage, not having kids and buying pants for your friends."
1811,tm353247,Qarib Qarib Singlle,MOVIE,2017,,125,"['comedy', 'drama', 'romance']",['IN'],,tt7399470,7.1,8717.0,3.649,7.047,Tanuja Chandra,"Irrfan Khan, Parvathy, Neha Dhupia, Pushtii Shakti, Luke Kenny, Siddharth Menon, Bajrangbali Singh, Brijendra Kala",India,"August 28, 2018",TV-14,120 min,"Comedies, International Movies, Romantic Movies","After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes."
1812,tm307698,My Ex & Whys,MOVIE,2017,,120,"['romance', 'comedy', 'drama']",['PH'],,tt6544850,6.0,602.0,3.502,6.313,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,"February 27, 2019",TV-14,121 min,"Comedies, Dramas, International Movies","Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back."
1813,tm346939,Alaska Is a Drag,MOVIE,2017,,83,['drama'],['US'],,tt4341390,6.6,458.0,3.44,6.6,Shaz Bennett,"Martin L. Washington Jr., Maya Washington, Matt Dallas, Christopher O'Shea, Jason Scott Lee, Margaret Cho, Kevin Daniels, John Fleck, Nia Peeples, Adam Tomei",United States,"December 31, 2020",TV-MA,83 min,"Dramas, LGBTQ Movies","Tormented by bullies, an aspiring drag star working at an Alaskan cannery becomes a skilled fighter and is tapped for competition by a boxing coach."
1814,tm353791,Seven Sundays,MOVIE,2017,,128,"['drama', 'family', 'comedy']",['PH'],,tt7502214,7.6,526.0,2.382,8.7,Cathy Garcia-Molina,"Ronaldo Valdez, Aga Muhlach, Dingdong Dantes, Enrique Gil, Cristine Reyes, Donita Rose, Ketchup Eusebio, Kean Cipriano",Philippines,"March 14, 2019",TV-MA,128 min,"Comedies, Dramas, International Movies","A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late."
1815,tm244473,Blessed Benefit,MOVIE,2017,,83,"['drama', 'comedy', 'european']","['DE', 'NL', 'JO']",,tt5161784,6.6,719.0,1.592,5.9,Mahmoud al Massad,"Ahmad Thaher, Maher Khammash, Odai Hijazi, Nadeem Rimawi, Mahmoud al Massad, Nadim Mushahwar","Germany, Jordan, Netherlands","October 13, 2017",TV-14,83 min,"Comedies, Dramas, International Movies","After being wrongfully convicted of fraud, an honest man finds that life in prison comes with a measure of freedom that is unavailable outside."
1816,ts81414,Meteor Garden,SHOW,2018,TV-14,45,"['family', 'drama', 'comedy', 'romance']",['CN'],1.0,tt8690890,7.9,4463.0,37.086,8.559,,"Shen Yue, Dylan Wang, Darren Chen, Connor Liang, Caesar Wu",China,"July 14, 2018",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Dong Shancai is determined to excel at her dream university, where she encounters an elite clique of dashing, popular high-achievers – and finds love."
1817,ts55484,My Only Love Song,SHOW,2017,TV-MA,29,"['drama', 'romance', 'comedy', 'fantasy']",['KR'],1.0,tt6125832,7.1,729.0,13.422,8.2,,"Seung-yeon Gong, Jong-hyun Lee, Yeon-seo Kim, Bo-hyun Ahn, Jai-jin Lee, Joo-hyung Park",South Korea,"June 9, 2017",TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey."
1818,tm356684,Animas,MOVIE,2018,,87,"['thriller', 'drama', 'horror', 'animation', 'european']","['BE', 'ES']",,tt9620806,,,7.52,5.0,"Laura Alvea, José Ortuño","Clare Durant, Iván Pellicer, Luis Bermejo, Liz Lobato, Chacha Huang, Ángela Molina","Spain, Belgium","January 25, 2019",TV-MA,88 min,"Horror Movies, International Movies",A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
1819,ts56251,ID-0,SHOW,2017,TV-14,24,"['scifi', 'animation', 'action', 'drama']",['JP'],1.0,tt7161218,6.1,335.0,4.654,6.0,,"Kazuyuki Okitsu, Minami Tsuda, Masaya Matsukaze, Sayaka Ohara, Rikiya Koyama, Hisako Kanemoto, Ari Ozawa, Junko Minagawa, Reina Ueda",Japan,"October 6, 2017",TV-PG,1 Season,"Anime Series, International TV Shows","In the midst of a field exercise operating I-Machines, Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure."
1820,tm415245,Crossroads: One Two Jaga,MOVIE,2018,,80,"['drama', 'action', 'crime']",['MY'],,tt6603812,6.5,667.0,2.894,5.6,Nam Ron,"Zahiril Adzim, Ario Bayu, Asmara Abigail, Rosdeen Suboh, Amerul Affendi, Iedil Putra, Timothy Castillo, Chew Kin Wah, Along Eyzendy, Nam Ron",Malaysia,"December 1, 2018",TV-14,81 min,"Dramas, International Movies","In Kuala Lumpur, an abused domestic worker tries to escape to Indonesia, while an idealistic cop insists on fighting corruption  – at a heavy price."
1821,tm430748,Neevevaro,MOVIE,2018,PG,130,"['thriller', 'action', 'drama', 'romance']",['IN'],,tt8571410,6.9,809.0,2.786,6.5,Hari Nath,"Aadhi, Tapsee Pannu, Ritika Singh, Vennela Kishore, Sapthagiri",India,"February 15, 2019",TV-14,132 min,"Dramas, International Movies, Romantic Movies","When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
1822,tm374395,Vanjagar Ulagam,MOVIE,2018,PG-13,161,"['action', 'thriller', 'crime', 'drama']",['IN'],,tt7933564,6.1,266.0,2.669,4.8,Manoj Beedha,"Guru Somasundaram, Cibi Bhuvana Chandran, Vishagan Vanangamudi, Anisha Ambrose, Chandini Tamilarasan, Azhagamperumal, John Vijay, Vasu Vikram, Hareesh Peradi, Jayaprakash Radhakrishnan",India,"December 15, 2018",TV-MA,145 min,"Dramas, International Movies, Thrillers",Shyam wakes to discover he's suspected in a murder that one journalist believes may have ties to a mysterious gangster.
1823,ts54112,Life Plan A and B,SHOW,2017,TV-PG,80,['drama'],['TW'],1.0,tt7034962,7.8,122.0,2.387,6.0,,"Rainie Yang, Yan Yu-lin, Johnny Lu, Chang Fu-chien, Chen Chi-hsia",Taiwan,"August 1, 2017",TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.
1824,tm242906,Sometimes,MOVIE,2018,,101,['drama'],['IN'],,tt5877882,5.9,34.0,2.098,7.5,Priyadarshan,"Prakash Raj, Shreya Reddy, Ashok Selvan",India,"May 1, 2018",TV-14,101 min,"Dramas, International Movies","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
1825,ts86360,Pretty Man,SHOW,2018,TV-14,35,['family'],['CN'],2.0,,,,67.326,8.5,,"Sierra Li, Dylan Xiong, Yu Yi Jie, Zhao Yao Ke, Tien Hsin",,"August 8, 2018",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Doomed by misunderstandings, two middle-school classmates miss their shot at love – but a twist of fate brings them together years later."
1826,ts76509,Beyond Stranger Things,SHOW,2017,TV-14,21,['documentation'],['US'],1.0,tt7571020,7.4,1883.0,18.118,7.483,,"Jim Rash, Matt Duffer, Ross Duffer, Shawn Levy, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Noah Schnapp, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin, Randy Havens, Brett Gelman, Linnea Berthelsen",United States,"October 27, 2017",TV-14,1 Season,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy","Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!"
1827,ts77014,Wolf,SHOW,2018,TV-MA,75,"['action', 'reality', 'war', 'drama', 'thriller']",['TR'],1.0,tt7702372,8.1,7821.0,17.366,7.044,,"Ahu Türkpençe, Serkan Çayoğlu, Murat Arkin, Emir Benderlioğlu, Firat Doğruloğlu, Ahmet Pinar, Mesut Akusta",Turkey,"December 21, 2018",TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home."
1828,ts55581,The Bride of Habaek,SHOW,2017,TV-14,67,"['scifi', 'comedy', 'fantasy', 'romance']",['KR'],1.0,tt6385752,6.9,3202.0,17.317,6.982,,"Shin Sae-kyeong, Nam Joo-hyuk, Lim Ju-hwan, Krystal Jung, Gong Myoung, Lee Gyoung-young, Yang Dong-geun",South Korea,"January 1, 2020",TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When a quest for divine stones in the human world goes awry, the water god Habaek seeks help from a psychiatrist predestined to serve him."
1829,ts113109,Numberblocks,SHOW,2017,TV-Y,5,"['animation', 'family']",['GB'],6.0,tt7978538,8.6,263.0,16.303,9.75,,"Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher",United Kingdom,"September 15, 2021",TV-Y,6 Seasons,Kids' TV,"In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together."
1830,ts82875,Switched,SHOW,2018,TV-MA,39,"['scifi', 'drama']",['JP'],1.0,tt8747882,7.1,1544.0,12.593,7.6,,"Daiki Shigeoka, Tomohiro Kamiyama, Kaya Kiyohara, Miu Tomita, Reika Kirishima, Shinji Rokkaku, Miu Suzuki, Riko Hisada, Megumi Seki, Shoko Nakajima",Japan,"August 1, 2018",TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries","High schooler Ayumi's perfect world evaporates when her envious classmate Zenko somehow steals her body, her boyfriend and her life."
1831,ts255677,Pucca: Love Recipe,SHOW,2018,TV-Y7,24,['animation'],[],1.0,,,,11.376,10.0,,"Jeonghwa Yang, Yongwoo Shin, Doug Erholtz, Melissa Fahn, Karen Strassman, Kirk Thornton, Spike Spencer",,"December 31, 2019",TV-Y7,1 Season,"Kids' TV, Korean TV Shows","Faced with a threat to the survival of her family restaurant, as well as a rival for Garu's heart, Pucca fights for all that she loves."
1832,ts90880,44 Cats,SHOW,2018,TV-Y7,12,"['animation', 'comedy', 'action', 'family', 'music']",['IT'],5.0,tt9699148,6.2,298.0,9.121,7.1,,"Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin",Italy,"August 1, 2021",TV-Y7,3 Seasons,Kids' TV,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together."
1833,ts85660,The Sound of Your Heart: Reboot,SHOW,2018,,34,['comedy'],['KR'],2.0,tt7885558,5.9,152.0,7.911,6.4,,"Sung Hoon, Kwon Yuri, Tae Hang-ho, Joo Jin-mo, Shim Hye-jin, Ji Su-won, Park Cheol-min, Kim Seong-won, Kang Yoon, Seo Eun-ah, Bae Yoon-kyung",South Korea,"December 3, 2018",TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies","Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast."
1834,ts78099,72 Dangerous Animals: Latin America,SHOW,2017,,43,['documentation'],"['AU', 'US']",1.0,tt7909708,6.6,622.0,7.58,6.6,,Bob Brisbane,"Australia, United States","December 22, 2017",TV-14,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Powerful cats, indestructible arachnids and flesh-melting pit vipers are just the beginning in this series about Latin America's deadliest creatures."
1835,ts83814,Undercover Law,SHOW,2018,,60,"['drama', 'action']",['CO'],1.0,tt8888710,7.1,229.0,7.472,9.3,,"Viña Machado, Juana del Río, Luna Baxter, Valeria Gálviz, Tommy Vasquez, Luis Mesa, Katherine Vélez, Juan Manuel Mendoza, Patrick Delmas, Ricardo Vesga, Toto Vega",Colombia,"August 31, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Female intelligence agents infiltrate the disparate aspects of a Colombian cartel in an attempt to take down the drug lords and their associates.
1836,ts78031,Ultraviolet,SHOW,2017,TV-MA,46,"['drama', 'crime', 'european']",['PL'],2.0,tt7514746,6.9,1680.0,7.417,7.071,,"Marta Nieradkiewicz, Sebastian Fabijański, Agata Kulesza, Bartłomiej Topa, Magdalena Czerwińska, Michał Żurawski, Marek Kalita, Paulina Chapko, Karolina Chapko, Viet Anh Do",Poland,"December 19, 2019",TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.
1837,ts75164,VeggieTales in the City,SHOW,2017,TV-Y,22,"['animation', 'comedy', 'family', 'music']",['US'],3.0,tt6562134,4.6,128.0,6.403,7.3,,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille",United States,"September 15, 2017",TV-Y,2 Seasons,Kids' TV,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons."
1838,ts55735,The Perfect Match,SHOW,2017,TV-14,44,['drama'],['TW'],1.0,,,,6.201,6.5,,"Wu Kang-jen, Ivy Shao, Ben Wu, Xiao Man, Nylon Chen",,"January 25, 2019",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance."
1839,ts89067,Love and Fortune,SHOW,2018,TV-MA,24,"['drama', 'romance']",['JP'],1.0,tt8649316,7.3,611.0,5.932,6.5,,"Eri Tokunaga, Daichi Watanabe, Fuju Kamio, Sairi Ito, Mina Fujii, Mansaku Ikeuchi, Kinuo Yamada, Yuka Ogura, Enon Kawatani, Yui Imaizumi, Noriko Eguchi, Masanobu Ando, Kitaro",Japan,"November 30, 2018",TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap."
1840,ts75357,LEGO Elves: Secrets of Elvendale,SHOW,2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],1.0,tt7322926,6.6,188.0,5.686,7.6,,"Ashleigh Ball, Erin Mathews, Rebecca Husain, Kyle Rideout, Riley Murdock, Vincent Tong, Nicole Oliver, Scott McNeil, Kathleen Barr",United States,"September 1, 2017",TV-Y7,1 Season,Kids' TV,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series."
1841,tm351181,Turkish Dance School,MOVIE,2017,PG-13,106,"['drama', 'comedy']",['TR'],,tt7533878,5.6,2405.0,5.623,5.5,Burak Aksak,"Binnur Kaya, Demet Özdemir, Uraz Kaygılaroğlu, Okan Çabalar, Bora Cengiz, Nergis Öztürk, Berat Yenilmez, Meltem Gülenç, Hakan Salınmış",Turkey,"October 2, 2020",TV-MA,107 min,"Comedies, International Movies, Romantic Movies",A woman recovering from an attempted suicide meets an aspiring doctor who takes a keen interest in her efforts to move forward in life through dance.
1842,ts83430,Smoking,SHOW,2018,TV-MA,24,"['crime', 'drama', 'comedy']",['JP'],2.0,tt8758778,7.4,510.0,5.549,8.0,,"Ryo Ishibashi, Nobuaki Kaneko, Tomomi Maruyama, Kaito Yoshimura",Japan,"July 27, 2018",TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled."
1843,tm311494,Slam,MOVIE,2017,,100,"['comedy', 'romance', 'drama', 'european']",['IT'],,tt4379536,6.1,1359.0,5.499,5.8,Andrea Molaioli,"Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari",Italy,"April 15, 2017",TV-MA,99 min,"Comedies, Dramas, International Movies","Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk."
1844,tm314272,Love.com,MOVIE,2017,,91,"['romance', 'comedy']",['BR'],,tt5635808,5.8,779.0,5.296,6.7,Anita Barbosa,"Isis Valverde, Gil Coelho, Joaquim Lopes, Carol Portes, Alexandra Richter, Marcos Mion, João Côrtes, César Cardadeiro",Brazil,"June 1, 2017",TV-MA,92 min,"Comedies, International Movies, Romantic Movies","When a fashion blogger falls for a video game vlogger, their romance goes viral. But separating their virtual life from reality gets complicated."
1845,ts80410,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,,30,"['comedy', 'drama']",['JP'],1.0,tt6983520,7.6,846.0,4.659,6.9,,"Matsuya Onoe, Ren Ishikawa, Hiroyuki Onoue, Hazuki Shimizu, Sarutoki Minagawa",Japan,"December 1, 2017",TV-PG,1 Season,"International TV Shows, TV Comedies",Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.
1846,ts77563,Mystery Science Theater 3000,SHOW,2017,TV-14,86,"['scifi', 'comedy', 'drama', 'horror', 'thriller']",['US'],2.0,tt6782014,8.2,3837.0,4.534,7.913,,"Joel Hodgson, Michael J. Nelson, Kevin Murphy, Trace Beaulieu, Jim Mallon, Frank Conniff, Mary Jo Pehl, Bill Corbett, Patrick Brantseg, J. Elvis Weinstein",United States,"March 15, 2018",TV-14,1 Season,"TV Comedies, TV Sci-Fi & Fantasy",Hosts Joel and Mike and their robot companions offer hilarious running commentary on B movies they're forced to watch in these classic MST3K episodes.
1847,tm361312,A StoryBots Christmas,MOVIE,2017,,25,"['fantasy', 'animation', 'comedy', 'family']",['US'],,tt7656318,5.8,169.0,4.28,5.7,"Evan Spiridellis, Jeff Gill","Edward Asner, Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis, Jim Meskimen, Nate Theis",United States,"December 1, 2017",TV-Y,26 min,"Children & Family Movies, Comedies","Bo thinks her holiday gift-giving isn't good enough, so she heads north to study under Santa Claus – only to find he's missing."
1848,tm332500,Finally Found Someone,MOVIE,2017,,118,"['comedy', 'romance']",['PH'],,tt7151438,5.9,252.0,4.212,6.203,Theodore Boborol,"John Lloyd Cruz, Sarah Geronimo, Enchong Dee, Christian Bables, Joey Marquez, Yayo Aguila, Tetchie Agbayani, Dennis Padilla, Leo Rialp, Alwyn Uytingco",Philippines,"March 14, 2019",TV-14,125 min,"International Movies, Romantic Movies","After a woman is very publicly left at the altar, the PR expert hired to fix the situation winds up falling in love with her."
1849,ts84484,Dancing Queen,SHOW,2018,,41,"['reality', 'music']",['US'],1.0,tt8882486,7.1,1654.0,4.119,6.5,,"Justin ""Alyssa Edwards"" Johnson",,"October 5, 2018",TV-14,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.
1850,ts57291,Unrequited Love,SHOW,2017,TV-14,33,"['thriller', 'drama']",['JP'],1.0,tt6917420,6.7,11.0,4.004,6.0,,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui",China,"July 17, 2019",TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate."
1851,ts77755,Power Rangers Ninja Steel,SHOW,2017,TV-Y7,24,"['action', 'scifi', 'drama', 'thriller']",['US'],2.0,tt5335606,5.9,994.0,3.907,7.3,,"William Shewfelt, Nico Greetham, Zoe Robins, Peter Sudarso, Chrysti Ane, Jordi Webber, Caleb Bendit, Chris Reid, Kelson Henderson",United States,"February 3, 2021",TV-Y7,2 Seasons,Kids' TV,A new generation of teen heroes uses superhuman ninja powers to battle the intergalactic villain Galvanax and save Earth from destruction.
1852,ts80993,Kibaoh Klashers,SHOW,2017,TV-Y7,24,['scifi'],['CN'],2.0,tt7492122,6.5,18.0,3.906,8.0,,"Ben Diskin, Cherami Leigh, Dakota Basseri, Keith Silverstein, Johnny Yong Bosch, Lucien Dodge, Jamie Simone, Nicolas Roye, Robbie Daymond, Michael Sorich",China,"October 6, 2017",TV-Y7,2 Seasons,Kids' TV,"Young beetle Dylan and his friends Hailey and Ollie team up to compete against tough opponents in the exciting, high-octane sport of Battle Blading."
1853,tm362878,Dilan 1990,MOVIE,2018,,109,"['drama', 'romance']",['ID'],,tt7843946,7.0,3457.0,3.906,7.5,"Fajar Bustomi, Pidi Baiq","Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",Indonesia,"May 14, 2020",TV-14,109 min,"Dramas, International Movies, Romantic Movies","At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea."
1854,ts95569,Rainbow Rangers,SHOW,2018,TV-Y,21,"['animation', 'family', 'fantasy']",['US'],3.0,tt7967882,4.0,212.0,3.809,10.0,,"Penelope Rawlins, Juliette Crosbie, Zehra Naqvi, Phillipa Alexander, Aileen Mythen",United States,"July 1, 2021",TV-Y,1 Season,Kids' TV,"When Earth's animals and natural wonders need a rescue, the Rainbow Rangers combine their colorful powers to protect the planet and save the day!"
