Match Number,Round Number,Date,Location,Home Team,Away Team,Result
336,34,24/04/2022 20:45,Olimpico,Lazio,Milan,1 - 2
338,34,25/04/2022 20:45,Mapei Stadium,Sassuolo,Juventus,1 - 2
193,34,27/04/2022 18:00,Artemio Franchi,Fiorentina,Udinese,0 - 4
191,34,27/04/2022 20:15,Gewiss Stadium,Atalanta,Torino,4 - 4
192,34,27/04/2022 20:15,Renato Dall'Ara,Bologna,Inter,2 - 1
342,35,30/04/2022 15:00,Sardegna Arena,Cagliari,Hellas Verona,1 - 2
346,35,30/04/2022 15:00,Diego Armando Maradona,Napoli,Sassuolo,6 - 1
348,35,30/04/2022 18:00,Luigi Ferraris,Sampdoria,Genoa,1 - 0
349,35,30/04/2022 20:45,Stadio Alberto Picco,Spezia,Lazio,3 - 4
344,35,01/05/2022 12:30,Allianz Stadium,Juventus,Venezia,2 - 1
343,35,01/05/2022 15:00,Carlo Castellani,Empoli,Torino,1 - 3
345,35,01/05/2022 15:00,Giuseppe Meazza,Milan,Fiorentina,1 - 0
350,35,01/05/2022 18:00,Stadio Friuli,Udinese,Inter,1 - 2
347,35,01/05/2022 20:45,Olimpico,Roma,Bologna,0 - 0
341,35,02/05/2022 20:45,Gewiss Stadium,Atalanta,Salernitana,1 - 1
197,35,05/05/2022 18:00,Arechi,Salernitana,Venezia,2 - 1
354,36,06/05/2022 18:45,Giuseppe Meazza,Inter,Empoli,4 - 2
352,36,06/05/2022 21:00,Luigi Ferraris,Genoa,Juventus,2 - 1
359,36,07/05/2022 15:00,Olimpico Grande Torino,Torino,Napoli,0 - 1
357,36,07/05/2022 18:00,Mapei Stadium,Sassuolo,Udinese,1 - 1
355,36,07/05/2022 20:45,Olimpico,Lazio,Sampdoria,2 - 0
358,36,08/05/2022 12:30,Stadio Alberto Picco,Spezia,Atalanta,1 - 3
360,36,08/05/2022 15:00,Stadio Pier Luigi Penzo,Venezia,Bologna,4 - 3
356,36,08/05/2022 18:00,Arechi,Salernitana,Cagliari,1 - 1
353,36,08/05/2022 20:45,Marcantonio Bentegodi,Hellas Verona,Milan,1 - 3
351,36,09/05/2022 20:45,Artemio Franchi,Fiorentina,Roma,2 - 0
363,37,14/05/2022 15:00,Carlo Castellani,Empoli,Salernitana,1 - 1
364,37,14/05/2022 18:00,Marcantonio Bentegodi,Hellas Verona,Torino,0 - 1
370,37,14/05/2022 18:00,Stadio Friuli,Udinese,Spezia,2 - 3
368,37,14/05/2022 20:45,Olimpico,Roma,Venezia,1 - 1
361,37,15/05/2022 12:30,Renato Dall'Ara,Bologna,Sassuolo,1 - 3
367,37,15/05/2022 15:00,Diego Armando Maradona,Napoli,Genoa,3 - 0
366,37,15/05/2022 18:00,Giuseppe Meazza,Milan,Atalanta,2 - 0
362,37,15/05/2022 20:45,Sardegna Arena,Cagliari,Inter,1 - 3
369,37,16/05/2022 18:30,Luigi Ferraris,Sampdoria,Fiorentina,4 - 1
365,37,16/05/2022 20:45,Allianz Stadium,Juventus,Lazio,2 - 2
379,38,20/05/2022 20:45,Olimpico Grande Torino,Torino,Roma,0 - 3
373,38,21/05/2022 17:15,Luigi Ferraris,Genoa,Bologna,0 - 1
371,38,21/05/2022 20:45,Gewiss Stadium,Atalanta,Empoli,0 - 1
372,38,21/05/2022 20:45,Artemio Franchi,Fiorentina,Juventus,2 - 0
375,38,21/05/2022 20:45,Olimpico,Lazio,Hellas Verona,3 - 3
378,38,22/05/2022 12:30,Stadio Alberto Picco,Spezia,Napoli,0 - 3
374,38,22/05/2022 18:00,Giuseppe Meazza,Inter,Sampdoria,3 - 0
377,38,22/05/2022 18:00,Mapei Stadium,Sassuolo,Milan,0 - 3
376,38,22/05/2022 21:00,Arechi,Salernitana,Udinese,0 - 4
380,38,22/05/2022 21:00,Stadio Pier Luigi Penzo,Venezia,Cagliari,0 - 0
